Data_Hora,Id_Tweet,Tweet,Candidato
2022-08-01 03:26:19+00:00,1553945194332053505,"Finalmente saiu a Toalha do Ciro Gomes!
@lula13133
@Sgt_Pimenta4
@Mano1Ju
@mmarescast
@Mano1Ju
@Canhoto
@hilde_ange
@ThiagoResiste
@ZBombazar
@DilmaDebochada_
@DilmaeFICA
@DilmaResiste
@sequeira_kg
@cmsclaudio
@edusilvafogo
@EduMasterPE1
@ComiteVirtual13
@CPL_Nossa_Voz
@luta_lula https://t.co/bfidsBO4Ig https://t.co/YRnAe64QLE",Lula
2022-08-01 03:26:19+00:00,1553945191962255360,"@EMILYAN09219938 @AndreJanonesAdv @LulaOficial Kkkkkkkkk...... Quem ficou 16 anos no poder e ACABOU COM A POBREZA mesmo???? dei uma de LOULA, me esqueci 😂😂😂😂😂😂😂😂",Lula
2022-08-01 03:26:19+00:00,1553945191710703616,"@LulaOficial Por causa do Photoshop.
#LulaNuncaMais 
#BolsonaroReeleito2022",Lula
2022-08-01 03:26:18+00:00,1553945190389501953,"@LulaOficial O ladrão, a polícia tem q reforçar a segurança onde vc passar com sua quadrilha e seus jumentos e o povo de bem da cidade guardar as carteiras e principalmente os aparelhos celular, q teus menino se adoram roubar para tomar uma cervejinha... Tnseucooollll",Lula
2022-08-01 03:26:15+00:00,1553945177731264513,@LulaOficial Roubando o país e enganando o povo com copo de leite? Vergonha,Lula
2022-08-01 03:26:12+00:00,1553945162220507136,"@Lulaucha @IL0VESASHA_ Ay hermana Rachaell, debes bañarte, haz caso Lula o ella te dará piñas",Lula
2022-08-01 03:26:09+00:00,1553945151994732544,@marcelorubens Quem é vc para obrigar alguém a apoiar Lula? Pq essa cartinha de advogado de EMPREITEIRA corrupta é manifesto a favor do amigo do Cabral.,Lula
2022-08-01 03:26:07+00:00,1553945143782379525,"ele já pensando em marcar com o hoseok p vir pro brasil no carnaval de 2023 com lula presidente e brasil hexa campeão, amores https://t.co/jYMYwD2nIA",Lula
2022-08-01 03:26:07+00:00,1553945143039954944,@DeputadoFederal @LulaOficial https://t.co/xGLCG65Jl1,Lula
2022-08-01 03:26:03+00:00,1553945125637820416,"@MarcoMosso4 @BloisiNata @LulaOficial Concordo é exatamente isso
Parece que o golpe com a ajuda do Temer não ensinou nada pra esquerda.
E eu me pergunto:
Quantos votos a Tábata trás para o Lula?",Lula
2022-08-01 03:26:01+00:00,1553945116892700673,"@PauloCsarMaria6 @NaiaGago @reinaldoazevedo Tá, tá misturando filho no meio mas tudo bem. Então amigo do amigo de miliciano o torna um. O contador do filho do Lula, que trabalha no endereço da empresa dele que é do PCC, torna a família Lula membro do PCC? Estamos diante de uma guerra de facções então.",Lula
2022-08-01 03:25:59+00:00,1553945110718586881,"@LulaOficial @Marcello4487 @ricardostuckert Acredito em cada palavra sua meu presidente. Te desejo saúde e força pra realizar seu plano de governo, q há de ser ainda melhor q o anterior.
#LulaEoPTReconstruirOBrasil",Lula
2022-08-01 03:25:58+00:00,1553945102921486337,@K0ZmozZ @alfredolimaaaa @LulaOficial @ptbrasil Coitado do Brasil se essa desgraça vota ou poder,Lula
2022-08-01 03:25:57+00:00,1553945101096861699,@FlavioBolsonaro Do Lula 🙏,Lula
2022-08-01 03:25:57+00:00,1553945099905769475,"@MarcoMosso4 @Malacheia3 @LulaOficial Mas n me parece que ela terá algum tipo de participação no futuro governo do Lula, é somente uma declaração de apoio... E eleitores de outros nichos são importantes para #lulaeleitonoprimeiroturno",Lula
2022-08-01 03:25:56+00:00,1553945096457969664,"@LulaOficial E olha que de reconstrução vc entende heim, depois posta umas fotos do sítio de Atibaia e do triplex do Guarujá pra gente vê como ficaram depois da reforma...",Lula
